,text,answer_start,q_idx
764,9위,149,6488273-9-0
765,은메달,906,6488273-9-1
766,9위,149,6488275-9-0
767,0.02,882,6488275-9-1
768,25위,1282,6488275-9-2
769,오비히로,17,6267639-9-0
770,3분15초39,140,6267639-9-1
771,4연패를 달성,75,6488273-10-0
772,2분04초97,303,6488273-10-1
773,4연패,75,6488275-10-0
774,박도영,234,6488275-10-1
775,4연패,75,6267639-10-0
776,박도영,94,6267639-10-1
777,승부욕,190,6488273-11-0
778,쇼트트랙,143,6488273-11-1
779,쇼트트랙,143,6488275-11-0
780,부상,288,6488275-11-1
781,매스스타트,0,6267639-11-0
782,승부욕,190,6267639-11-1
783,7분5초55,413,6488273-12-0
784,오시기리 미사키와,557,6488273-12-1
785,7분5초55,413,6488275-12-0
786,연골,766,6488275-12-1
787,디비전A,209,6267639-12-0
788,0.05초,281,6267639-12-1
789,은메달,182,6488273-13-0
790,캐나다,138,6488273-13-1
791,이바니 블롱댕,143,6488275-13-0
792,마지막 코너,260,6488275-13-1
793,12위,352,6488275-13-2
794,7위,80,6267639-13-0
795,0.13초,161,6267639-13-1
796,2016-2017 시즌,476,6488273-14-0
797,3대,101,6488273-14-1
798,3대,101,6488275-14-0
799,2회,547,6488275-14-1
800,세계선수권대회,5,6267639-14-0
801,3대,101,6267639-14-1
802,동메달,140,6488273-15-0
803,일본 나가노,240,6488273-15-1
804,동메달,140,6488275-15-0
805,460점,1861,6488275-15-1
806,하얼빈,17,6267639-15-0
807,이승훈,112,6267639-15-1
808,김보름,57,6488273-16-0
809,박지우,160,6488273-16-1
810,3관왕,71,6488275-16-0
811,삿포로 동계아시안게임,204,6488275-16-1
812,종합스피트스케이팅선수권대회,34,6267639-16-0
813,태릉국제스케이트장,14,6267639-16-1
814,박지우,160,6267639-16-2
815,4분14초54,179,6488273-17-0
816,일반부 매스스타트,54,6488273-17-1
817,한 바퀴,80,6488275-17-0
818,1.93초,266,6488275-17-1
819,강원도청,402,6488275-17-2
820,실격,103,6267639-17-0
821,은메달,333,6267639-17-1
822,매스스타트,406,6488273-18-0
823,코너워크,573,6488273-18-1
824,코너워크,573,6488275-18-0
825,다카기 나나,687,6488275-18-1
826,일본,684,6267639-18-0
827,종목별스피드스케이팅세계선수권대회,44,6267639-18-1
828,금메달,589,6488273-19-0
829,다바카 마키,797,6488273-19-1
830,2위,85,6488275-19-0
831,다카기 미호,190,6488275-19-1
832,2위,85,6267639-19-0
833,박도영,486,6267639-19-1
834,4 분 15 초 45,114,6488273-20-0
835,박지우,287,6488273-20-1
836,박도영,406,6488273-21-0
837,2 위,379,6488273-21-1
838,태릉국제스케이트장,19,6488275-20-0
839,세계종목별선수권대회,543,6488275-20-1
840,ISU 월드컵,647,6488275-20-2
841,태릉국제스케이트장,19,6267639-20-0
842,평창동계올림픽,667,6267639-20-1
843,2017,0,6267639-21-0
844,세계종목별선수권대회,543,6267639-21-1
845,일본 대표팀,162,6488273-22-0
846,플라우디아 페히슈타인,705,6488273-22-1
847,네덜란드,8,6488275-22-0
848,허리,336,6488275-22-1
849,이탈리아,847,6267639-22-0
850,5위,125,6267639-22-1
851,리처드 스타키 경,0,6513922-0-0
852,리처드 스타키,0,6513922-0-1
853,리처드 스타키 경,0,6314792-0-0
854,리처드 스타키 경,0,6314792-0-1
855,리처드 스타키 경,0,6546611-0-0
856,리처드 스타키 경,0,6546611-0-1
857,로리 스톰 앤 더 허리케인스,33,6513922-1-0
858,1962년 8월,116,6513922-1-1
859,Back Off Boogaloo,295,6513922-1-2
860,1960년,0,6314792-1-0
861,1962년,116,6314792-1-1
862,비틀즈,125,6546611-1-0
863,토마스와 친구들,437,6546611-1-1
864,1998년,258,6513922-2-0
865,롤링 스톤,295,6513922-2-1
866,1988년,333,6513922-2-2
867,위대한 음악가,50,6314792-2-0
868,5번째,312,6314792-2-1
869,롤링 스톤,295,6546611-2-0
870,필 콜린스,39,6546611-2-1
871,리버풀 머틀 스트리트 아동병원,95,6513922-3-0
872,Bedtime for Drums,554,6513922-3-1
873,맹장 수술,29,6314792-3-0
874,폐결핵,350,6314792-3-1
875,요양원,358,6546611-3-0
876,폐결핵,350,6546611-3-1
877,라자루스,44,6513922-4-0
878,딩글 베일 신중등학교,65,6513922-4-1
879,라자루스,44,6314792-4-0
880,해리 그레이브스,237,6314792-4-1
881,라자루스,44,6546611-4-0
882,세인트 실라스,16,6546611-4-1
883,불운 연대기,37,6314792-5-0
884,프린스 파크,233,6314792-5-1
885,밥 스피츠,0,6546611-5-0
886,난폭한 범죄,324,6546611-5-1
887,1955년 말,0,6314792-6-0
888,트래포드,423,6314792-6-1
889,에디 마일스 밴드,207,6513922-7-0
890,에디 마일스,195,6513922-7-1
891,지하저장실,40,6314792-7-0
892,빨래판,338,6314792-7-1
893,제조공장의 지하저장실,34,6546611-7-0
894,에디 클레이튼 앤 더 클레이튼 스퀘어,241,6546611-7-1
895,Summertime,558,6513922-8-0
896,카이저스켈러,371,6513922-8-1
897,허리케인스,9,6314792-8-0
898,미 공군 순회공연,195,6314792-8-1
899,셰리던,34,6513922-9-0
900,피트 베스트,145,6513922-9-1
901,포트 선라이트,328,6513922-9-2
902,레논,90,6314792-9-0
903,피트 베스트,145,6314792-9-1
904,원예학회 무도회,341,6546611-9-0
905,피트 베스트,145,6546611-9-1
906,1962년 9월 4일,28,6513922-10-0
907,앤디 화이트,178,6513922-10-1
908,탬버린,278,6513922-10-2
909,1962년 9월 4일,28,6314792-10-0
910,4인조,117,6314792-10-1
911,탬버린,278,6546611-10-0
912,마라카스,308,6546611-10-1
913,1961년 11월,0,6314792-11-0
914,파장,144,6314792-11-1
915,노던 송스,264,6546611-11-0
916,1961년,0,6546611-11-1
917,에드 설리번 쇼,204,6513922-12-0
918,하드 데이즈 나이트,670,6513922-12-1
919,헬프!,924,6513922-12-2
920,Please Please Me,52,6314792-12-0
921,헬프,924,6314792-12-1
922,하드 데이즈 나이트,670,6546611-12-0
923,Please Please Me,52,6546611-12-1
924,지미 니콜,341,6513922-13-0
925,멜버른,386,6513922-13-1
926,밥 딜런,453,6513922-13-2
927,지미 니콜,341,6314792-13-0
928,밥 딜런,453,6314792-13-1
929,명예훼손 소송,121,6546611-13-0
930,지미 니콜,341,6546611-13-1
931,모린 콕스,33,6513922-14-0
932,멜로디 메이커,425,6513922-14-1
933,모린 콕스,33,6314792-14-0
934,1965년 2월 11일,0,6314792-14-1
935,모린 콕스,33,6546611-14-0
936,비틀마니아,49,6546611-14-1
937,Revolver,31,6513922-15-0
938,Yellow Submarine,74,6513922-15-1
939,샌프란시스코 캔들스틱 파크,137,6513922-15-2
940,Revolver,31,6314792-15-0
941,Yellow Submarine,74,6314792-15-1
942,Yellow Submarine,74,6546611-15-0
943,캔들스틱 파크,144,6546611-15-1
944,Sgt. Pepper's Lonely Hearts Club Band,20,6513922-16-0
945,With a Little Help from My Friends,80,6513922-16-1
946,레논-매카트니,68,6546611-16-0
947,기타,441,6546611-16-1
948,1894년,192,6502151-0-0
949,세인트 마크스 웨스트 고튼,21,6502151-0-1
950,1880년 11월,79,6529318-0-0
951,1894년,192,6529318-0-1
952,맨체스터 시티,0,6465982-0-0
953,1880년,79,6465982-0-1
954,1894년,192,6465982-0-2
955,세인트 마크스 교회,28,6502151-1-0
956,안나 코넬,396,6502151-1-1
957,세인트 마크스 교회,28,6529318-1-0
958,크리켓,244,6529318-1-1
959,안나 코넬,396,6529318-1-2
960,고튼,16,6465982-1-0
961,안나 코넬,396,6465982-1-1
962,볼턴 원더러스,37,6502151-2-0
963,1923년,336,6502151-2-1
964,2위,87,6502151-2-2
965,1-0,46,6529318-2-0
966,빌리 메레디스,163,6529318-2-1
967,맨체스터 유나이티드,241,6529318-2-2
968,1904년,0,6465982-2-0
969,메인 스탠드,320,6465982-2-1
970,16명,179,6465982-2-2
971,브래드퍼드 시티,239,6502151-3-0
972,1970년 멕시코 월드컵,431,6502151-3-1
973,포츠머스,484,6502151-3-2
974,0-1,47,6529318-3-0
975,15분,305,6529318-3-1
976,골 평균차,366,6529318-3-2
977,볼턴 원더러스,28,6465982-3-0
978,1976 - 77시즌,453,6465982-3-1
979,에버턴,123,6502151-4-0
980,1934년,137,6502151-4-1
981,샘 코완,330,6502151-4-2
982,아스널,86,6529318-4-0
983,에버턴,123,6529318-4-1
984,샘 코완,330,6529318-4-2
985,아스널,86,6465982-4-0
986,제2차 세계 대전이 발발,261,6465982-4-1
987,샘 코완,330,6465982-4-2
988,조 머서,242,6502151-5-0
989,뇌졸중,339,6502151-5-1
990,말콤 앨리슨,442,6502151-5-2
991,"8,015명",100,6529318-5-0
992,11위,162,6529318-5-1
993,말콤 앨리슨,442,6529318-5-2
994,"8,015명",100,6465982-5-0
995,말콤 앨리슨,442,6465982-5-1
996,뉴캐슬 유나이티드,168,6502151-6-0
997,15위,88,6502151-6-1
998,뉴캐슬 유나이티드,168,6529318-6-0
999,발레 온 아이스,288,6529318-6-1
1000,올드 트래퍼드,330,6529318-6-2
1001,15위,88,6465982-6-0
1002,경기장이 눈으로 뒤덮여,274,6465982-6-1
1003,말콤 앨리슨,54,6502151-7-0
1004,코벤트리 시티,400,6502151-7-1
1005,4위,171,6502151-7-2
1006,말콤 앨리슨,54,6529318-7-0
1007,로드니 마쉬,214,6529318-7-1
1008,코벤트리 시티,400,6529318-7-2
1009,로드니 마쉬,214,6465982-7-0
1010,스트라이커,208,6465982-7-1
1011,앨리슨과의 불화,390,6465982-7-2
1012,노리치 시티,256,6502151-8-0
1013,맨체스터 유나이티드,501,6502151-8-1
1014,2위,720,6502151-8-2
1015,조니 하트,139,6529318-8-0
1016,론 손더스,275,6529318-8-1
1017,토니 북,444,6529318-8-2
1018,1972 - 73시즌,93,6465982-8-0
1019,건강상의 문제,214,6465982-8-1
1020,뉴캐슬 유나이티드,668,6465982-8-2
1021,빌리 맥닐,215,6502151-9-0
1022,애스턴 빌라,331,6502151-9-1
1023,멜 마친,425,6502151-9-2
1024,루턴 타운,178,6529318-9-0
1025,애스턴 빌라,331,6529318-9-1
1026,멜 마친,425,6529318-9-2
1027,11점,154,6465982-9-0
1028,멜 마친,425,6465982-9-1
1029,2위,29,6502151-10-0
1030,피터 리드,245,6502151-10-1
1031,5위,277,6502151-10-2
1032,에버턴,127,6529318-10-0
1033,미드필더,239,6529318-10-1
1034,멜 마친,7,6465982-10-0
1035,34살,234,6465982-10-1
1036,프랜시스 리,128,6502151-11-0
1037,조 로일,705,6502151-11-1
1038,프랜시스 리,128,6529318-11-0
1039,게오르기 킨클라제,371,6529318-11-1
1040,조 로일,705,6529318-11-2
1041,프랜시스 리,128,6465982-11-0
1042,1993 - 94시즌,0,6465982-11-1
1043,2001 - 02시즌,137,6502151-12-0
1044,잉글랜드,32,6502151-12-1
1045,잉글랜드,32,6529318-12-0
1046,30골,209,6529318-12-1
1047,4만 8천석,434,6529318-12-2
1048,30골,209,6465982-12-0
1049,16위,521,6465982-12-1
1050,호비뉴,138,6502151-13-0
1051,함부르크 SV,584,6502151-13-1
1052,3250만 파운드,143,6529318-13-0
1053,크레이그 벨라미,224,6529318-13-1
1054,만수르 빈 자이드 알 나하얀과 술라이만 알 파힘,84,6465982-13-0
1055,함부르크 SV,584,6465982-13-1
1056,7년,287,6465982-13-2
1057,블랙번 로버스,215,6502151-14-0
1058,로베르토 만치니,482,6502151-14-1
1059,카를로스 테베즈,114,6529318-14-0
1060,블랙번 로버스,215,6529318-14-1
1061,바르셀로나,251,6529318-14-2
1062,팀을 더욱더 강화시키고자,35,6465982-14-0
1063,2-0,224,6465982-14-1
1064,FC 인테르나치오날레 밀라노,460,6465982-14-2
1065,퀸즈 파크 레인저스,173,6502151-15-0
1066,패디 케니,598,6502151-15-1
1067,맨체스터 유나이티드,671,6502151-15-2
1068,퀸즈 파크 레인저스,173,6529318-15-0
1069,파블로 사발레타,228,6529318-15-1
1070,조이 바튼,327,6529318-15-2
1071,골 득실에서 크게 앞서,83,6465982-15-0
1072,허벅지,426,6465982-15-1
1073,제이미 마키,547,6465982-15-2
1074,과르디올라,82,6502151-16-0
1075,존 스톤스,274,6502151-16-1
1076,칠레,324,6502151-16-2
1077,준우승,23,6529318-16-0
1078,에스파뇰,209,6529318-16-1
1079,클라우디오 브라보,336,6529318-16-2
1080,과르디올라,82,6465982-16-0
1081,15-16 시즌,131,6465982-16-1
1082,칠레,324,6465982-16-2
1083,흰색,26,6502151-17-0
1084,AC 밀란,407,6502151-17-1
1085,하늘색,18,6529318-17-0
1086,백십자,285,6529318-17-1
1087,AC 밀란,407,6529318-17-2
1088,하늘색,18,6465982-17-0
1089,백십자,285,6465982-17-1
1090,휘장,313,6502151-18-0
1091,1972년,166,6502151-18-1
1092,빨간 장미,190,6529318-18-0
1093,휘장,313,6529318-18-1
1094,빨간 장미,190,6465982-18-0
1095,맨체스터 시의 '휘장',304,6465982-18-1
1096,엘비스 프레슬리,20,6502151-19-0
1097,첼시,342,6502151-19-1
1098,블루 문,32,6529318-19-0
1099,예측 불가능,124,6529318-19-1
1100,우울한 분위기,43,6465982-19-0
1101,1957 - 58시즌,309,6465982-19-1
1102,맨체스터 광역 대학,75,6502151-20-0
1103,올드 트래포드,365,6502151-20-1
1104,맨체스터 구역 우편번호,99,6529318-20-0
1105,유나이티드,686,6529318-20-1
1106,시티,139,6465982-20-0
1107,40%,162,6465982-20-1
1108,올덤 애슬레틱,284,6502151-21-0
1109,웨스트 브롬위치 알비온,95,6502151-21-1
1110,특대 해머 망치,271,6529318-21-0
1111,가장 무도회,400,6529318-21-1
1112,바나나,60,6465982-21-0
1113,해머 망치 풍선,274,6465982-21-1
1114,가장 무도회,400,6465982-21-2
1115,웨인 루니,204,6528559-0-0
1116,로스앤젤레스 갤럭시,143,6528559-0-1
1117,2013년 5월,322,6602120-0-0
1118,골키퍼,225,6602120-0-1
1119,배관기술자,72,6528559-1-0
1120,리지웨이 파크,218,6528559-1-1
1121,유대교,509,6602120-1-0
1122,축구 선수,334,6602120-1-1
1123,보비 찰튼,130,6528559-2-0
1124,웨스트햄 유나이티드,272,6528559-2-1
1125,브림스던 로버스,422,6528559-2-2
1126,맨체스터 유나이티드,290,6602120-2-0
1127,토트넘 홋스퍼,379,6602120-2-1
1128,U-15 올해의 선수,448,6602120-2-2
1129,에리크 해리슨,81,6528559-3-0
1130,브라이턴 & 호브 앨비언,311,6528559-3-1
1131,에리크 해리슨,81,6602120-3-0
1132,FA 유스컵 우승,117,6602120-3-1
1133,갈라타사라이,346,6528559-4-0
1134,리즈 유나이티드,189,6528559-4-1
1135,리즈 유나이티드,36,6602120-4-0
1136,포트 베일,279,6602120-4-1
1137,애스턴 빌라,371,6528559-5-0
1138,알렉스 퍼거슨,0,6528559-5-1
1139,퍼거슨,62,6602120-5-0
1140,유소년부 출신,320,6602120-5-1
1141,안드레이 칸첼스키스,48,6528559-6-0
1142,뉴캐슬 유나이티드,233,6528559-6-1
1143,우측 미드필더,15,6602120-6-0
1144,잉글랜드 선수단,369,6602120-6-1
1145,찰리 밀러,26,6528559-7-0
1146,아스널,355,6528559-7-1
1147,아스널,355,6602120-7-0
1148,PFA 올해의 신인 선수,254,6602120-7-1
1149,토트넘 홋스퍼,423,6528559-8-0
1150,네칵사,69,6528559-8-1
1151,고의 반칙을 저질러 퇴장,92,6602120-8-0
1152,이탈리아의 유벤투스,246,6602120-8-1
1153,런던 패션의 주 행사,135,6528559-9-0
1154,퍼거슨,213,6528559-9-1
1155,아들 브루클린,75,6602120-9-0
1156,중요한 경기에 결장,296,6602120-9-1
1157,데포르티보,18,6528559-10-0
1158,아르헨티나,79,6528559-10-1
1159,레버쿠젠,259,6528559-10-2
1160,왼발,43,6602120-10-0
1161,2001-02 시즌,419,6602120-10-1
1162,아스널,109,6528559-11-0
1163,2003년 6월 13일,436,6528559-11-1
1164,올레 군나르 솔셰르,59,6602120-11-0
1165,영국 제국 금강 기사단 장교 훈장,450,6602120-11-1
1166,레알 마드리드,119,6528559-12-0
1167,플로렌티노 페레스,167,6528559-12-1
1168,라울,573,6528559-12-2
1169,레알 마드리드,119,6602120-12-0
1170,23번,599,6602120-12-1
1171,마이클 조던,635,6602120-12-2
1172,카를루스 케이로스,23,6602120-13-0
1173,베컴의 아시아 시장 공략,183,6602120-13-1
1174,피구,443,6528559-14-0
1175,마요르카,21,6528559-14-1
1176,수페르코파 데 에스파냐,36,6602120-14-0
1177,5-3-2 배치,354,6602120-14-1
1178,지단과 피구,439,6602120-14-2
1179,마리아노 가르시아 레몬,118,6528559-15-0
1180,웨일스,203,6528559-15-1
1181,8위,82,6602120-15-0
1182,밴 새처,224,6602120-15-1
1183,파비오 카펠로,152,6528559-16-0
1184,미야토비치,379,6528559-16-1
1185,라몬 칼데론,42,6602120-16-0
1186,호세 안토니오 레예스,215,6602120-16-1
1187,수페르코파 데 에스파냐,318,6528559-17-0
1188,레예스,152,6528559-17-1
1189,우승,82,6602120-17-0
1190,30번째,215,6602120-17-1
1191,허벌라이프,92,6528559-18-0
1192,팀 레이위크,343,6528559-18-1
1193,안슈츠 엔터테인먼트 그룹 (AEG),216,6602120-18-0
1194,허벌라이프,92,6602120-18-1
1195,레기 부시,174,6528559-19-0
1196,사이먼 풀러,484,6528559-19-1
1197,19 엔터테인먼트,496,6602120-19-0
1198,데이비드 베컴: 새로운 시작 홍보 캠페인,313,6602120-19-1
1199,앨런 고든,125,6528559-20-0
1200,스티브 시드웰,413,6528559-20-1
1201,왼쪽 무릎,44,6602120-20-0
1202,1.0 TV 평점,557,6602120-20-1
1203,빈익빈 부익부 현상을 우려,228,6602120-21-0
1204,토론토전 경기,143,6602120-21-1
1205,RFK 경기장,107,6528559-22-0
1206,트로이 퍼킨스,353,6528559-22-1
1207,트로이 퍼킨스,353,6602120-22-0
1208,발목 부상,435,6602120-22-1
1209,산호세 어스퀘이크스,72,6528559-23-0
1210,캔자스시티 위저즈,129,6528559-23-1
1211,아스널의 훈련,46,6602120-23-0
1212,63미터,208,6602120-23-1
1213,마시모 암브로시니,123,6528559-24-0
1214,우디네세,241,6528559-24-1
1215,32번,77,6602120-24-0
1216,38세,178,6602120-24-1
1217,피오렌티나,490,6528559-25-0
1218,파투,632,6528559-25-1
1219,카를로 안첼로티 감독,430,6602120-25-0
1220,로마와의 세리에 A 경기,198,6602120-25-1
1221,카카,679,6602120-25-2
1222,볼로냐,70,6528559-26-0
1223,안첼로티,10,6528559-26-1
1224,밀란으로 완전 이적,322,6602120-26-0
1225,$10M에서 $15M,364,6602120-26-1
1226,맬컴 글레이저,625,6528559-27-0
1227,제노아,112,6528559-27-1
1228,2010년 2월 16일,140,6602120-27-0
1229,녹색과 금색으로 된 목도리,769,6602120-27-1
1230,밀란,56,6602120-27-2
1231,베컴,484,6602120-28-0
1232,시메오네,221,6602120-28-1
1233,루이스 피구,362,6528559-29-0
1234,그리스,125,6528559-29-1
1235,그리스와 치른 잉글랜드의 예선 최종전 경기,125,6602120-29-0
1236,올해의 스포츠인,338,6602120-29-1
1237,존 테리,125,6528559-30-0
1238,매클래런,14,6528559-30-1
1239,존 테리,125,6602120-30-0
1240,계속 활약할 의사,402,6602120-30-1
1241,3-0 완승,305,6602120-30-2
1242,크로아티아,102,6528559-31-0
1243,파비오 카펠로,324,6528559-31-1
1244,99번째,115,6602120-31-0
1245,스위스,340,6602120-31-1
1246,파리,29,6528559-32-0
1247,보비 찰턴,288,6528559-32-1
1248,프랑스와의 친선경기,37,6602120-32-0
1249,보비 찰턴,288,6602120-32-1
1250,보비 찰턴,95,6528559-33-0
1251,벨라루스,516,6528559-33-1
1252,남아프리카 공화국,345,6602120-33-0
1253,벨라루스,516,6602120-33-1
1254,카펠로,37,6602120-34-0
1255,125경기,577,6602120-34-1
1256,크루스 다비드,117,6528559-35-0
1257,엘리자베스 헐리,256,6528559-35-1
1258,네 자식,24,6602120-35-0
1259,아스널 유소년부,280,6602120-35-1
1260,갤럭시 유니폼,170,6602120-36-0
1261,로스앤젤레스 현대 미술관,248,6602120-36-1
1262,데이비드 캐머런,129,6528559-37-0
1263,2015년,207,6528559-37-1
1264,2005년,37,6602120-37-0
1265,아동폭력의 피해자,297,6602120-37-1
1266,골!,26,6602120-38-0
1267,레알 마드리드,108,6602120-38-1
1268,2골,478,6602120-39-0
1269,정지 상황,463,6602120-39-1
1270,힌디어 문자,144,6602120-40-0
1271,40가지 이상,13,6602120-40-1
1272,빌리 캐신,6,5880945-0-0
1273,무용수,56,5880945-0-1
1274,빌리 캐신,6,6553234-0-0
1275,1924년,36,6553234-0-1
1276,스물 다섯 살,133,5880945-1-0
1277,네 번,8,5880945-1-1
1278,더글라스 페어뱅크스 주니어,142,5880945-1-2
1279,더글라스 페어뱅크스 주니어,142,6553234-1-0
1280,1929년 6월,203,6553234-1-1
1281,알프레드 스틸,32,5880945-2-0
1282,심장마비,79,5880945-2-1
1283,알프레드 스틸,32,6553234-2-0
1284,심장마비,79,6553234-2-1
1285,빅브라더 상,352,6601559-0-0
1286,쿠키,290,6601559-0-1
1287,도전,195,6476478-0-0
1288,빅브라더 상,352,6476478-0-1
1289,태양광 패널,55,6601559-1-0
1290,태양발전소,104,6601559-1-1
